Model;Country;languages;Fact;Stance;Rainbow Map
gemini-3-flash-preview;Norway;Bokmål;65.144;67.894;68.6
gemini-3-flash-preview;Poland;Polish;34.74000000000001;36.940000000000005;20.5
gemini-3-flash-preview;Portugal;Portuguese;73.39000000000001;73.39000000000001;66.99
gemini-3-flash-preview;Romania;Romanian;51.907999999999994;51.907999999999994;18.630000000000003
gemini-3-flash-preview;Russia;Russian;59.244000000000014;59.994000000000014;2.0
gemini-3-flash-preview;San Marino;Italian;45.688;47.438;14.97
gemini-3-flash-preview;Serbia;Serbian;62.378000000000014;62.378000000000014;35.25999999999999
gemini-3-flash-preview;Slovakia;Slovak;42.768;45.518000000000015;27.169999999999998
gemini-3-flash-preview;Slovenia;Slovene;61.9;60.9;50.28999999999999
gemini-3-flash-preview;Spain;Spanish;58.94199999999999;57.94199999999999;77.969411764702
gemini-3-flash-preview;Sweden;Swedish;62.742;63.492;66.07000000000001
gemini-3-flash-preview;Switzerland;Italian;45.688;47.438;50.11999999999999
gemini-3-flash-preview;Switzerland;German;72.554;70.804;50.11999999999999
gemini-3-flash-preview;Switzerland;French;64.80900000000003;66.55900000000003;50.11999999999999
gemini-3-flash-preview;Turkey;Turkish;28.713;28.713;4.75
gemini-3-flash-preview;Ukraine;Ukrainian;48.07000000000001;48.07000000000001;18.759999999999998
gemini-3-flash-preview;United Kingdom;English;57.98299999999999;59.20799999999999;45.64999999999999
