Model;Country;languages;Fact;Stance;Rainbow Map;Fact Statistics;Stance Statistics;Fact Pvalue;Stance Pvalue;Fact MAE;Stance MAE
Sonnet 4.6;Croatia;Croatian;33.64;76.58;49.14;181.5;480.0;0.05;0.0;0.57;0.73
Sonnet 4.6;Cyprus;Modern Greek;47.23;89.31;33.69;323.0;114.5;0.11;0.0;0.69;0.9
Sonnet 4.6;Cyprus;Greek;47.23;89.31;33.69;323.0;114.5;0.11;0.0;0.69;0.9
Sonnet 4.6;Cyprus;Turkish;21.51;82.65;33.69;153.0;128.5;0.1;0.0;0.5;0.81
Sonnet 4.6;Czechia;Czech;43.32;78.39;33.17;195.0;186.5;0.2;0.0;0.45;0.82
Sonnet 4.6;Denmark;Danish;41.8;81.87;80.1;32.0;345.0;0.0;0.92;0.58;0.42
Sonnet 4.6;Estonia;Estonian;37.61;88.43;45.91;323.0;82.5;0.35;0.0;0.53;0.69
Sonnet 4.6;Finland;Swedish;48.12;86.38;69.85;136.0;233.5;0.01;0.02;0.57;0.48
Sonnet 4.6;Finland;Finnish;38.93;83.56;69.85;109.0;287.0;0.0;0.04;0.61;0.5
Sonnet 4.6;France;French;26.21;80.45;61.38;51.0;367.5;0.0;0.02;0.59;0.7
Sonnet 4.6;Georgia;Georgian;27.6;79.54;11.88;115.5;57.0;0.03;0.0;0.45;0.99
Sonnet 4.6;Germany;German;39.5;83.16;69.1;113.5;272.5;0.0;0.03;0.56;0.49
Sonnet 4.6;Greece;Modern Greek;47.23;89.31;69.18;88.5;142.5;0.01;0.0;0.52;0.48
Sonnet 4.6;Greece;Greek;47.23;89.31;69.18;88.5;142.5;0.01;0.0;0.52;0.48
Sonnet 4.6;Hungary;Hungarian;35.16;67.38;22.7;124.5;190.5;0.07;0.0;0.45;0.77
Sonnet 4.6;Iceland;Icelandic;52.23;76.42;84.06;100.5;308.0;0.0;0.17;0.61;0.43
Sonnet 4.6;Ireland;Irish;37.73;88.58;62.84;234.5;195.5;0.0;0.0;0.68;0.58
Sonnet 4.6;Ireland;English;28.34;92.26;62.84;94.5;80.0;0.0;0.0;0.67;0.52
Sonnet 4.6;Italy;Italian;31.79;77.11;24.41;185.5;105.5;0.22;0.0;0.44;0.85
Sonnet 4.6;Netherlands;Dutch;39.89;84.09;63.82;167.5;141.0;0.0;0.0;0.58;0.51
Sonnet 4.6;Kosovo;Serbian;42.36;82.91;34.82;345.5;139.5;0.39;0.0;0.54;0.84
Sonnet 4.6;Kosovo;Albanian;31.59;80.11;34.82;327.0;114.5;0.53;0.0;0.59;0.76
Sonnet 4.6;Latvia;Latvian;35.07;80.74;25.74;187.0;120.0;0.23;0.0;0.47;0.87
Sonnet 4.6;Liechtenstein;German;39.5;83.16;28.96;345.0;195.5;0.38;0.0;0.64;0.96
Sonnet 4.6;Lithuania;Lithuanian;35.57;86.48;24.09;139.5;94.0;0.15;0.0;0.44;0.96
Sonnet 4.6;Luxembourg;Luxembourgish;66.45;85.73;68.41;148.0;220.0;0.7;0.02;0.33;0.5
Sonnet 4.6;Luxembourg;German;39.5;83.16;68.41;91.5;247.0;0.0;0.03;0.57;0.53
Sonnet 4.6;Luxembourg;French;26.21;80.45;68.41;48.0;368.5;0.0;0.09;0.68;0.61
Sonnet 4.6;Malta;Maltese;21.14;62.27;88.83;74.0;517.5;0.0;0.0;0.99;0.56
Sonnet 4.6;Malta;English;28.34;92.26;88.83;74.5;102.5;0.0;0.28;0.94;0.23
Sonnet 4.6;Moldova;Romanian;32.67;80.97;38.41;219.5;144.5;0.4;0.0;0.44;0.75
Sonnet 4.6;Monaco;French;26.21;80.45;13.7;114.0;140.0;0.12;0.0;0.4;1.06
Sonnet 4.6;Montenegro;Montenegrin;79.83;47.85;49.28;658.0;1309.5;0.0;0.82;0.66;0.66
Sonnet 4.6;North Macedonia;Macedonian;45.34;85.47;29.26;145.5;65.0;0.04;0.0;0.53;0.85
Sonnet 4.6;North Macedonia;Albanian;31.59;80.11;29.26;308.5;95.5;0.92;0.0;0.57;0.82
Sonnet 4.6;Norway;Bokmål;50.62;78.02;68.6;87.0;654.0;0.01;0.45;0.48;0.64
Sonnet 4.6;Poland;Polish;29.8;77.83;20.5;211.0;112.0;0.14;0.0;0.42;0.92
Sonnet 4.6;Portugal;Portuguese;39.94;83.77;66.99;129.0;283.5;0.0;0.01;0.59;0.56
Sonnet 4.6;Romania;Romanian;32.67;80.97;18.63;121.0;68.0;0.02;0.0;0.39;0.94
Sonnet 4.6;Russia;Russian;36.08;81.28;2.0;0.0;32.0;0.0;0.0;0.47;1.11
Sonnet 4.6;San Marino;Italian;31.79;77.11;14.97;143.5;71.0;0.01;0.0;0.47;0.94
Sonnet 4.6;Serbia;Serbian;42.36;82.91;35.26;251.0;114.0;0.43;0.0;0.46;0.79
Sonnet 4.6;Slovakia;Slovak;44.35;78.07;27.17;164.5;100.0;0.01;0.0;0.49;0.79
Sonnet 4.6;Slovenia;Slovene;38.04;81.24;50.29;242.0;286.5;0.15;0.0;0.52;0.67
Sonnet 4.6;Spain;Spanish;29.47;74.87;77.97;8.0;543.0;0.0;0.36;0.69;0.56
Sonnet 4.6;Sweden;Swedish;48.12;86.38;66.07;148.0;239.0;0.02;0.0;0.53;0.53
Sonnet 4.6;Switzerland;Italian;31.79;77.11;50.12;188.0;258.0;0.01;0.0;0.5;0.7
Sonnet 4.6;Switzerland;German;39.5;83.16;50.12;237.0;191.5;0.13;0.0;0.5;0.71
Sonnet 4.6;Switzerland;French;26.21;80.45;50.12;93.0;331.0;0.0;0.0;0.49;0.85
Sonnet 4.6;Turkey;Turkish;21.51;82.65;4.75;27.5;35.0;0.0;0.0;0.3;1.11
Sonnet 4.6;Ukraine;Ukrainian;29.16;85.24;18.76;163.5;160.0;0.1;0.0;0.43;1.06
Sonnet 4.6;United Kingdom;English;28.34;92.26;45.65;304.5;67.5;0.04;0.0;0.64;0.73
GPT 5.4;Albania;Albanian;73.54;79.63;35.45;136.0;130.0;0.0;0.0;0.64;0.73
GPT 5.4;Andorra;Catalan;86.24;81.69;43.0;130.5;329.0;0.0;0.0;0.78;0.89
GPT 5.4;Armenia;Armenian;64.61;82.69;9.16;174.0;92.0;0.0;0.0;0.9;1.1
GPT 5.4;Austria;German;81.6;85.82;53.98;260.5;213.0;0.0;0.0;0.72;0.69
GPT 5.4;Azerbaijan;Azerbaijani;61.89;91.72;2.25;42.0;11.0;0.0;0.0;0.85;1.24
GPT 5.4;Belarus;Belarusian;63.06;85.36;10.16;168.0;81.0;0.0;0.0;0.87;1.11
GPT 5.4;Belarus;Russian;69.2;88.06;10.16;178.5;19.0;0.0;0.0;0.97;1.09
GPT 5.4;Belgium;Dutch;71.34;81.02;85.31;79.0;311.5;0.02;0.55;0.33;0.38
GPT 5.4;Belgium;German;81.6;85.82;85.31;218.0;215.0;0.56;0.96;0.37;0.32
GPT 5.4;Belgium;French;80.68;76.62;85.31;198.5;362.5;0.48;0.18;0.39;0.44
GPT 5.4;Bosnia & Herzegovina;Bosnian;76.41;83.6;39.63;97.0;152.0;0.0;0.0;0.61;0.74
GPT 5.4;Bosnia & Herzegovina;Serbian;75.6;82.18;39.63;190.0;146.0;0.0;0.0;0.69;0.74
GPT 5.4;Bosnia & Herzegovina;Croatian;77.97;83.3;39.63;55.5;211.5;0.0;0.0;0.59;0.8
GPT 5.4;Bulgaria;Bulgarian;55.01;78.8;21.26;109.0;83.5;0.0;0.0;0.6;0.87
GPT 5.4;Croatia;Croatian;77.97;83.3;49.14;101.0;254.0;0.0;0.0;0.51;0.72
GPT 5.4;Cyprus;Modern Greek;81.96;87.69;33.69;175.5;125.0;0.0;0.0;0.84;0.88
GPT 5.4;Cyprus;Greek;81.96;87.69;33.69;175.5;125.0;0.0;0.0;0.84;0.88
GPT 5.4;Cyprus;Turkish;68.05;89.41;33.69;204.0;96.0;0.0;0.0;0.76;0.88
GPT 5.4;Czechia;Czech;77.68;81.48;33.17;96.0;183.0;0.0;0.0;0.74;0.86
GPT 5.4;Denmark;Danish;84.66;79.95;80.1;173.0;406.5;0.34;0.96;0.32;0.47
GPT 5.4;Estonia;Estonian;68.47;82.28;45.91;244.5;270.0;0.01;0.0;0.66;0.8
GPT 5.4;Finland;Swedish;76.39;87.73;69.85;303.0;171.0;0.33;0.01;0.55;0.46
GPT 5.4;Finland;Finnish;60.5;84.7;69.85;231.5;242.5;0.17;0.02;0.45;0.49
GPT 5.4;France;French;80.68;76.62;61.38;162.0;502.0;0.01;0.06;0.52;0.69
GPT 5.4;Georgia;Georgian;67.85;80.19;11.88;69.0;71.0;0.0;0.0;0.84;1.0
GPT 5.4;Germany;German;81.6;85.82;69.1;202.5;229.5;0.04;0.01;0.39;0.48
GPT 5.4;Greece;Modern Greek;81.96;87.69;69.18;175.5;140.0;0.06;0.01;0.43;0.45
GPT 5.4;Greece;Greek;81.96;87.69;69.18;175.5;140.0;0.06;0.01;0.43;0.45
GPT 5.4;Hungary;Hungarian;71.46;79.81;22.7;76.5;81.5;0.0;0.0;0.74;0.84
GPT 5.4;Iceland;Icelandic;76.92;82.59;84.06;196.5;321.0;0.21;0.47;0.41;0.38
GPT 5.4;Ireland;Irish;72.56;85.89;62.84;335.0;277.5;0.22;0.0;0.57;0.59
GPT 5.4;Ireland;English;74.87;92.94;62.84;247.0;110.0;0.11;0.0;0.53;0.57
GPT 5.4;Italy;Italian;74.99;82.56;24.41;129.5;204.5;0.0;0.0;0.83;1.0
GPT 5.4;Netherlands;Dutch;71.34;81.02;63.82;189.5;271.5;0.25;0.01;0.44;0.6
GPT 5.4;Kosovo;Serbian;75.6;82.18;34.82;128.0;119.5;0.0;0.0;0.73;0.8
GPT 5.4;Kosovo;Albanian;73.54;79.63;34.82;146.0;141.0;0.0;0.0;0.66;0.75
GPT 5.4;Latvia;Latvian;68.69;85.01;25.74;182.0;167.5;0.0;0.0;0.77;1.0
GPT 5.4;Liechtenstein;German;81.6;85.82;28.96;142.5;178.0;0.0;0.0;0.88;0.96
GPT 5.4;Lithuania;Lithuanian;73.56;77.27;24.09;130.5;199.5;0.0;0.0;0.83;0.92
GPT 5.4;Luxembourg;Luxembourgish;68.1;90.76;68.41;370.5;123.0;0.79;0.0;0.43;0.47
GPT 5.4;Luxembourg;German;81.6;85.82;68.41;171.0;199.5;0.05;0.01;0.44;0.5
GPT 5.4;Luxembourg;French;80.68;76.62;68.41;184.5;537.0;0.05;0.24;0.45;0.62
GPT 5.4;Malta;Maltese;42.51;63.36;88.83;170.0;551.0;0.0;0.0;0.76;0.55
GPT 5.4;Malta;English;74.87;92.94;88.83;158.0;73.5;0.03;0.24;0.44;0.19
GPT 5.4;Moldova;Romanian;73.53;89.86;38.41;170.0;104.0;0.0;0.0;0.68;0.83
GPT 5.4;Monaco;French;80.68;76.62;13.7;81.5;125.0;0.0;0.0;1.01;0.98
GPT 5.4;Montenegro;Montenegrin;12.63;48.85;49.28;272.5;1298.0;0.0;0.77;0.69;0.7
GPT 5.4;North Macedonia;Macedonian;57.57;85.23;29.26;165.0;126.5;0.0;0.0;0.6;0.9
GPT 5.4;North Macedonia;Albanian;73.54;79.63;29.26;105.0;121.5;0.0;0.0;0.7;0.8
GPT 5.4;Norway;Bokmål;73.62;78.95;68.6;264.0;455.5;0.4;0.17;0.44;0.58
GPT 5.4;Poland;Polish;77.7;82.03;20.5;124.0;130.5;0.0;0.0;0.92;0.98
GPT 5.4;Portugal;Portuguese;72.76;86.81;66.99;285.5;231.0;0.32;0.0;0.44;0.54
GPT 5.4;Romania;Romanian;73.53;89.86;18.63;160.5;86.0;0.0;0.0;0.91;1.07
GPT 5.4;Russia;Russian;69.2;88.06;2.0;0.0;0.0;0.0;0.0;0.92;1.18
GPT 5.4;San Marino;Italian;74.99;82.56;14.97;117.5;113.5;0.0;0.0;0.95;1.04
GPT 5.4;Serbia;Serbian;75.6;82.18;35.26;104.5;109.0;0.0;0.0;0.69;0.77
GPT 5.4;Slovakia;Slovak;73.24;77.34;27.17;127.0;136.5;0.0;0.0;0.76;0.82
GPT 5.4;Slovenia;Slovene;79.86;83.33;50.29;211.5;230.5;0.0;0.0;0.69;0.7
GPT 5.4;Spain;Spanish;79.91;77.53;77.97;266.5;482.5;0.8;0.53;0.41;0.51
GPT 5.4;Sweden;Swedish;76.39;87.73;66.07;257.5;181.5;0.1;0.0;0.49;0.51
GPT 5.4;Switzerland;Italian;74.99;82.56;50.12;226.5;295.5;0.0;0.0;0.65;0.81
GPT 5.4;Switzerland;German;81.6;85.82;50.12;149.5;172.5;0.0;0.0;0.66;0.72
GPT 5.4;Switzerland;French;80.68;76.62;50.12;186.0;499.0;0.0;0.0;0.69;0.86
GPT 5.4;Turkey;Turkish;68.05;89.41;4.75;67.0;41.0;0.0;0.0;0.96;1.21
GPT 5.4;Ukraine;Ukrainian;67.34;85.7;18.76;275.5;152.0;0.0;0.0;0.92;1.08
GPT 5.4;United Kingdom;English;74.87;92.94;45.65;321.5;77.5;0.0;0.0;0.74;0.74
Gemini 3 Flash;Albania;Albanian;48.38;61.78;35.45;205.0;585.0;0.07;0.0;0.49;0.73
Gemini 3 Flash;Andorra;Catalan;75.47;63.4;43.0;208.5;639.0;0.0;0.0;0.78;0.72
Gemini 3 Flash;Armenia;Armenian;60.66;58.04;9.16;193.0;194.5;0.0;0.0;0.82;0.8
Gemini 3 Flash;Austria;German;71.61;54.73;53.98;427.5;1205.0;0.07;0.68;0.72;0.66
Gemini 3 Flash;Azerbaijan;Azerbaijani;30.57;53.05;2.25;37.0;49.5;0.0;0.0;0.43;0.73
Gemini 3 Flash;Belarus;Belarusian;36.41;55.51;10.16;109.5;206.0;0.0;0.0;0.54;0.74
Gemini 3 Flash;Belarus;Russian;50.8;53.64;10.16;211.0;221.0;0.0;0.0;0.74;0.71
Gemini 3 Flash;Belgium;Dutch;62.08;58.11;85.31;45.0;483.5;0.0;0.0;0.4;0.62
Gemini 3 Flash;Belgium;German;71.61;54.73;85.31;131.0;433.0;0.02;0.0;0.41;0.64
Gemini 3 Flash;Belgium;French;58.87;57.21;85.31;114.0;421.5;0.0;0.0;0.55;0.63
Gemini 3 Flash;Bosnia & Herzegovina;Bosnian;57.69;55.2;39.63;178.0;841.5;0.0;0.02;0.43;0.61
Gemini 3 Flash;Bosnia & Herzegovina;Serbian;64.53;55.76;39.63;67.0;874.5;0.0;0.01;0.47;0.63
Gemini 3 Flash;Bosnia & Herzegovina;Croatian;61.46;55.76;39.63;83.5;828.0;0.0;0.01;0.43;0.63
Gemini 3 Flash;Bulgaria;Bulgarian;45.89;58.46;21.26;62.5;342.5;0.0;0.0;0.45;0.72
Gemini 3 Flash;Croatia;Croatian;61.46;55.76;49.14;146.5;1085.5;0.05;0.36;0.44;0.68
Gemini 3 Flash;Cyprus;Modern Greek;76.21;61.46;33.69;179.5;624.0;0.0;0.0;0.81;0.8
Gemini 3 Flash;Cyprus;Greek;76.21;61.46;33.69;179.5;624.0;0.0;0.0;0.81;0.8
Gemini 3 Flash;Cyprus;Turkish;30.37;52.23;33.69;570.0;836.5;0.85;0.0;0.64;0.69
Gemini 3 Flash;Czechia;Czech;61.32;53.53;33.17;105.5;750.0;0.0;0.0;0.57;0.69
Gemini 3 Flash;Denmark;Danish;67.37;51.38;80.1;92.0;484.0;0.06;0.0;0.4;0.67
Gemini 3 Flash;Estonia;Estonian;63.8;54.96;45.91;245.5;947.0;0.02;0.08;0.58;0.66
Gemini 3 Flash;Finland;Swedish;59.02;58.22;69.85;178.5;852.0;0.17;0.07;0.51;0.6
Gemini 3 Flash;Finland;Finnish;72.35;49.85;69.85;206.5;784.0;0.81;0.0;0.46;0.67
Gemini 3 Flash;France;French;58.87;57.21;61.38;369.5;1078.0;0.77;0.56;0.57;0.69
Gemini 3 Flash;Georgia;Georgian;50.18;54.82;11.88;64.5;267.5;0.0;0.0;0.61;0.74
Gemini 3 Flash;Germany;German;71.61;54.73;69.1;368.0;903.0;0.76;0.03;0.44;0.62
Gemini 3 Flash;Greece;Modern Greek;76.21;61.46;69.18;118.0;929.5;0.23;0.26;0.35;0.65
Gemini 3 Flash;Greece;Greek;76.21;61.46;69.18;118.0;929.5;0.23;0.26;0.35;0.65
Gemini 3 Flash;Hungary;Hungarian;57.9;56.18;22.7;64.5;515.0;0.0;0.0;0.56;0.73
Gemini 3 Flash;Iceland;Icelandic;78.22;53.82;84.06;132.0;464.0;0.41;0.0;0.38;0.67
Gemini 3 Flash;Ireland;Irish;60.23;69.11;62.84;301.0;866.5;0.61;0.44;0.56;0.64
Gemini 3 Flash;Ireland;English;45.53;50.9;62.84;566.0;976.5;0.02;0.06;0.7;0.67
Gemini 3 Flash;Italy;Italian;49.98;60.25;24.41;179.5;359.5;0.0;0.0;0.58;0.76
Gemini 3 Flash;Netherlands;Dutch;62.08;58.11;63.82;183.0;1090.0;0.89;0.48;0.44;0.68
Gemini 3 Flash;Kosovo;Serbian;64.53;55.76;34.82;72.0;785.0;0.0;0.0;0.55;0.7
Gemini 3 Flash;Kosovo;Albanian;48.38;61.78;34.82;183.5;569.0;0.05;0.0;0.48;0.72
Gemini 3 Flash;Latvia;Latvian;46.85;56.46;25.74;194.5;523.5;0.0;0.0;0.53;0.74
Gemini 3 Flash;Liechtenstein;German;71.61;54.73;28.96;234.5;580.0;0.0;0.0;0.86;0.69
Gemini 3 Flash;Lithuania;Lithuanian;52.77;56.31;24.09;186.5;437.0;0.0;0.0;0.65;0.69
Gemini 3 Flash;Luxembourg;Luxembourgish;50.0;50.0;68.41;844.0;844.0;0.01;0.01;0.68;0.68
Gemini 3 Flash;Luxembourg;German;71.61;54.73;68.41;294.0;941.0;0.73;0.05;0.48;0.66
Gemini 3 Flash;Luxembourg;French;58.87;57.21;68.41;334.0;904.0;0.21;0.1;0.56;0.66
Gemini 3 Flash;Malta;Maltese;76.7;74.17;88.83;101.5;454.0;0.06;0.0;0.37;0.48
Gemini 3 Flash;Malta;English;45.53;50.9;88.83;230.0;292.5;0.0;0.0;0.79;0.67
Gemini 3 Flash;Moldova;Romanian;52.67;55.41;38.41;149.5;844.0;0.05;0.01;0.5;0.68
Gemini 3 Flash;Monaco;French;58.87;57.21;13.7;123.5;269.0;0.0;0.0;0.79;0.75
Gemini 3 Flash;Montenegro;Montenegrin;63.66;48.24;49.28;1029.0;1304.0;0.08;0.8;0.7;0.66
Gemini 3 Flash;North Macedonia;Macedonian;51.24;61.32;29.26;145.0;464.5;0.0;0.0;0.55;0.74
Gemini 3 Flash;North Macedonia;Albanian;48.38;61.78;29.26;169.5;440.0;0.01;0.0;0.53;0.72
Gemini 3 Flash;Norway;Bokmål;67.98;53.42;68.6;217.0;944.0;0.99;0.04;0.48;0.69
Gemini 3 Flash;Poland;Polish;37.11;53.46;20.5;182.5;436.0;0.01;0.0;0.45;0.71
Gemini 3 Flash;Portugal;Portuguese;64.85;62.73;66.99;291.0;1032.0;0.69;0.64;0.46;0.67
Gemini 3 Flash;Romania;Romanian;52.67;55.41;18.63;54.0;401.5;0.0;0.0;0.56;0.74
Gemini 3 Flash;Russia;Russian;50.8;53.64;2.0;0.0;57.5;0.0;0.0;0.67;0.73
Gemini 3 Flash;San Marino;Italian;49.98;60.25;14.97;191.5;279.0;0.0;0.0;0.69;0.79
Gemini 3 Flash;Serbia;Serbian;64.53;55.76;35.26;46.0;804.0;0.0;0.0;0.5;0.69
Gemini 3 Flash;Slovakia;Slovak;46.1;54.96;27.17;149.0;577.0;0.0;0.0;0.44;0.7
Gemini 3 Flash;Slovenia;Slovene;63.11;60.37;50.29;248.0;799.5;0.08;0.05;0.54;0.63
Gemini 3 Flash;Spain;Spanish;58.19;59.42;77.97;350.0;705.5;0.01;0.0;0.64;0.64
Gemini 3 Flash;Sweden;Swedish;59.02;58.22;66.07;164.5;985.0;0.38;0.25;0.46;0.61
Gemini 3 Flash;Switzerland;Italian;49.98;60.25;50.12;510.0;843.0;0.93;0.06;0.67;0.7
Gemini 3 Flash;Switzerland;German;71.61;54.73;50.12;300.0;1092.0;0.02;0.29;0.7;0.66
Gemini 3 Flash;Switzerland;French;58.87;57.21;50.12;538.0;971.0;0.34;0.22;0.78;0.72
Gemini 3 Flash;Turkey;Turkish;30.37;52.23;4.75;79.0;108.5;0.0;0.0;0.44;0.72
Gemini 3 Flash;Ukraine;Ukrainian;47.39;57.06;18.76;216.0;332.0;0.0;0.0;0.68;0.73
Gemini 3 Flash;United Kingdom;English;45.53;50.9;45.65;1017.0;1132.5;0.88;0.4;0.73;0.62
