Model;Country;languages;Fact;Stance;Rainbow Map;Fact Statistics;Stance Statistics;Fact Pvalue;Stance Pvalue;Fact MAE;Stance MAE
GPT 5.4;Denmark;Danish;61.32;80.88;80.1;82.5;407.0;0.0;0.97;0.39;0.45
GPT 5.4;Estonia;Estonian;44.96;80.12;45.91;349.5;328.0;0.98;0.0;0.44;0.8
GPT 5.4;Finland;Swedish;76.29;77.99;69.85;172.0;469.5;0.33;0.32;0.43;0.57
GPT 5.4;Finland;Finnish;53.58;84.66;69.85;149.5;258.0;0.02;0.03;0.49;0.49
GPT 5.4;France;French;67.81;77.0;61.38;172.0;477.0;0.33;0.05;0.34;0.71
GPT 5.4;Georgia;Georgian;42.23;76.23;11.88;64.0;75.5;0.0;0.0;0.49;0.95
GPT 5.4;Germany;German;69.66;86.53;69.1;314.5;208.0;0.77;0.01;0.38;0.48
GPT 5.4;Greece;Modern Greek;67.9;90.59;69.18;224.0;132.5;0.86;0.0;0.44;0.48
GPT 5.4;Greece;Greek;67.9;90.59;69.18;224.0;132.5;0.86;0.0;0.44;0.48
GPT 5.4;Hungary;Hungarian;26.71;78.04;22.7;251.0;92.5;0.2;0.0;0.42;0.83
GPT 5.4;Iceland;Icelandic;79.84;90.77;84.06;132.5;187.5;0.42;0.52;0.33;0.32
GPT 5.4;Ireland;Irish;62.8;88.17;62.84;289.0;179.0;0.88;0.0;0.45;0.55
GPT 5.4;Ireland;English;62.88;91.29;62.84;112.0;122.0;0.9;0.0;0.25;0.54
GPT 5.4;Italy;Italian;37.25;84.36;24.41;182.0;171.5;0.05;0.0;0.43;1.0
GPT 5.4;Netherlands;Dutch;65.33;85.12;63.82;271.0;220.5;0.87;0.0;0.45;0.56
GPT 5.4;Kosovo;Serbian;55.64;84.83;34.82;198.0;49.0;0.0;0.0;0.52;0.78
GPT 5.4;Kosovo;Albanian;54.98;81.0;34.82;133.0;59.0;0.0;0.0;0.46;0.72
GPT 5.4;Latvia;Latvian;38.14;82.36;25.74;171.5;162.5;0.03;0.0;0.39;0.95
GPT 5.4;Liechtenstein;German;55.8;88.66;28.96;114.5;113.5;0.0;0.0;0.51;0.94
GPT 5.4;Lithuania;Lithuanian;37.49;84.75;24.09;154.5;52.5;0.04;0.0;0.44;0.9
GPT 5.4;Luxembourg;Luxembourgish;65.41;93.65;68.41;113.5;93.5;0.46;0.0;0.29;0.45
GPT 5.4;Luxembourg;German;79.98;86.98;68.41;119.5;168.0;0.01;0.01;0.29;0.47
GPT 5.4;Luxembourg;French;69.84;76.56;68.41;261.5;538.5;0.73;0.24;0.38;0.62
GPT 5.4;Malta;Maltese;44.23;62.0;88.83;202.5;500.5;0.0;0.0;0.73;0.56
GPT 5.4;Malta;English;91.49;91.83;88.83;52.5;109.0;0.42;0.38;0.2;0.25
GPT 5.4;Moldova;Romanian;43.89;88.75;38.41;345.5;83.5;0.39;0.0;0.47;0.8
GPT 5.4;Monaco;French;19.84;78.44;13.7;124.5;120.5;0.12;0.0;0.24;1.01
GPT 5.4;Montenegro;Montenegrin;7.02;49.37;49.28;74.0;1336.5;0.0;0.94;0.68;0.67
GPT 5.4;North Macedonia;Macedonian;38.4;87.59;29.26;229.5;57.5;0.16;0.0;0.47;0.88
GPT 5.4;North Macedonia;Albanian;49.15;80.99;29.26;136.5;69.5;0.0;0.0;0.46;0.79
GPT 5.4;Norway;Bokmål;68.47;84.78;68.6;225.5;255.5;0.89;0.02;0.36;0.51
GPT 5.4;Poland;Polish;33.22;84.18;20.5;126.5;118.5;0.02;0.0;0.37;1.0
GPT 5.4;Portugal;Portuguese;75.55;90.14;66.99;190.5;173.0;0.17;0.0;0.41;0.51
GPT 5.4;Romania;Romanian;36.14;86.71;18.63;119.0;87.5;0.01;0.0;0.44;1.04
GPT 5.4;Russia;Russian;26.35;92.42;2.0;0.0;26.0;0.0;0.0;0.33;1.27
GPT 5.4;San Marino;Italian;44.8;87.42;14.97;144.0;53.0;0.0;0.0;0.53;1.06
GPT 5.4;Serbia;Serbian;48.73;84.62;35.26;127.0;69.0;0.01;0.0;0.35;0.76
GPT 5.4;Slovakia;Slovak;35.64;74.7;27.17;207.5;197.5;0.12;0.0;0.36;0.83
GPT 5.4;Slovenia;Slovene;62.92;87.84;50.29;174.0;92.5;0.02;0.0;0.44;0.64
GPT 5.4;Spain;Spanish;79.05;79.14;77.97;180.5;486.0;0.84;0.92;0.4;0.5
GPT 5.4;Sweden;Swedish;68.14;88.58;66.07;193.5;156.5;0.6;0.0;0.36;0.54
GPT 5.4;Switzerland;Italian;47.34;86.1;50.12;213.5;230.5;0.7;0.0;0.35;0.78
GPT 5.4;Switzerland;German;52.45;88.88;50.12;295.5;116.0;0.75;0.0;0.42;0.7
GPT 5.4;Switzerland;French;47.09;77.12;50.12;270.5;458.5;0.47;0.0;0.39;0.85
GPT 5.4;Turkey;Turkish;11.41;87.96;4.75;43.5;41.5;0.04;0.0;0.18;1.19
GPT 5.4;Ukraine;Ukrainian;39.09;84.84;18.76;201.0;141.5;0.0;0.0;0.54;1.04
GPT 5.4;United Kingdom;English;53.12;90.92;45.65;334.5;88.0;0.31;0.0;0.52;0.72
